algorithm,run,initial_best_fitness,initial_avg_fitness,total_crossover_count,guided_crossover_count,total_mutation_count,guided_mutation_count,bad_position_detect_count,connect_query_count,obb_query_count,mayinterfere_query_count,resource_query_count,repair_count,repair_changed_count,guided_accept_count,guided_reject_count,prescreen_count,prescreen_reject_count,direct_guide_attempt_count,direct_guide_accept_count,direct_guide_illegal_reject_count,connect_candidate_count,obb_fallback_count,constraint_mutation_attempt_count,constraint_mutation_accept_count,constraint_mutation_shift_count,constraint_mutation_reject_count,no_repair_crossover_retry_count,no_repair_illegal_child_count,no_repair_valid_child_count,no_repair_local_reject_count,geometry_valid_initial_count,geometry_invalid_initial_count,geometry_valid_child_count,geometry_invalid_child_count,geometry_valid_neighbor_count,geometry_invalid_neighbor_count
KG-IGAv3,16,424.672738,631.660434,2880,1089,1967,1572,0,0,95784,95304,95304,3488,1402,1588,1201,20556,7139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGAv3,17,478.191395,649.821815,2880,1086,1922,1506,0,0,95064,94608,94608,3462,1341,1548,1170,20430,7124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGAv3,18,493.34607,654.861221,2880,1096,1927,1587,0,0,95930,95440,95440,3502,1423,1586,1229,20571,7189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGAv3,19,424.713134,661.171566,2880,1083,1934,1575,0,0,95814,95336,95336,3524,1455,1601,1223,20571,7165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGAv3,20,498.171784,642.913905,2880,1080,1920,1463,0,0,95363,94976,94976,3400,1392,1526,1150,20508,7140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-IGAv5,1,462.812323,643.750199,0,0,0,3687,0,0,2085,0,0,5629,2669,295,2454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
KG-IGAv5,2,477.351219,647.295767,0,0,0,3633,0,0,2065,0,0,5563,2611,328,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
KG-IGAv5,3,444.706673,661.00281,0,0,0,3727,0,0,2174,0,0,5725,2705,276,2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
KG-IGAv5,4,504.936653,663.100252,0,0,0,3766,0,0,2139,0,0,5623,2408,296,2447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
KG-IGAv5,5,475.602081,684.152337,0,0,0,3656,0,0,2072,0,0,5599,2561,250,2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
KG-IGAv5,6,495.527366,657.621758,0,0,0,3633,0,0,2043,0,0,5530,2565,316,2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
KG-IGAv5,7,390.916273,622.620392,0,0,0,3751,0,0,2165,0,0,5698,2666,331,2487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
KG-IGAv5,8,476.735123,669.125907,0,0,0,3747,0,0,2171,0,0,5656,2465,390,2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
KG-IGAv5,9,477.608234,641.831353,0,0,0,3690,0,0,2111,0,0,5638,2599,335,2423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
KG-IGAv5,10,471.376617,655.956402,0,0,0,3724,0,0,2146,0,0,5674,2501,378,2416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
KG-IGAv5,11,513.11335,669.526765,0,0,0,3754,0,0,2117,0,0,5656,2692,315,2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
KG-IGAv5,12,519.950796,638.619346,0,0,0,3620,0,0,2049,0,0,5554,2388,409,2265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
KG-IGAv5,13,404.813566,638.053506,0,0,0,3690,0,0,2121,0,0,5638,2647,325,2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
KG-IGAv5,14,428.697238,641.610849,0,0,0,3762,0,0,2202,0,0,5647,2703,278,2489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
KG-IGAv5,15,448.263044,636.165018,0,0,0,3759,0,0,2186,0,0,5710,2316,362,2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
KG-IGAv5,16,424.672738,631.660434,0,0,0,3809,0,0,2204,0,0,5734,2730,275,2579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
KG-IGAv5,17,478.191395,649.821815,0,0,0,3697,0,0,2130,0,0,5626,2599,342,2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
KG-IGAv5,18,493.34607,654.861221,0,0,0,3724,0,0,2176,0,0,5686,2732,408,2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
KG-IGAv5,19,424.713134,661.171566,0,0,0,3679,0,0,2148,0,0,5668,2676,316,2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
KG-IGAv5,20,498.171784,642.913905,0,0,0,3755,0,0,2190,0,0,5698,2577,336,2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
