task_id,task_name,process_id,process_name,operated_objects,operated_object_names,required_resources,generation_rule,sequence_index,task_obb_center
Task_安装紧固件_SubAssembly_1_30_5536C11006G41_5536C11006G41_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,安装紧固件_SubAssembly_1_30_5536C11006G41_5536C11006G41_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,PROC_安装紧固件,安装紧固件,SubAssembly_1_30_5536C11006G41_5536C11006G41;SubAssembly_1_33_5536C12000G42_5536C12000G42_1,5536C11006G41 右侧2号夹芯板;5536C12000G42 辅助梁组件,铆接工具,connect_and_both_require_fastener_install,152,"[37.141103452, 4.073641568, -0.090987303]"
Task_安装紧固件_SubAssembly_1_28_5536C11004G41_5536C11004G41_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,安装紧固件_SubAssembly_1_28_5536C11004G41_5536C11004G41_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,PROC_安装紧固件,安装紧固件,SubAssembly_1_28_5536C11004G41_5536C11004G41;SubAssembly_1_33_5536C12000G42_5536C12000G42_1,5536C11004G41 右侧1号夹芯板;5536C12000G42 辅助梁组件,铆接工具,connect_and_both_require_fastener_install,153,"[36.610506052, 3.424096583, -0.104790298]"
Task_安装紧固件_SubAssembly_1_27_5536C11003G41_5536C11003G41_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,安装紧固件_SubAssembly_1_27_5536C11003G41_5536C11003G41_SubAssembly_1_33_5536C12000G42_5536C12000G42_1,PROC_安装紧固件,安装紧固件,SubAssembly_1_27_5536C11003G41_5536C11003G41;SubAssembly_1_33_5536C12000G42_5536C12000G42_1,5536C11003G41 左侧1号夹芯板;5536C12000G42 辅助梁组件,铆接工具,connect_and_both_require_fastener_install,154,"[36.610506052, 3.424096583, 0.104817114]"
Task_安装紧固件_Part_1_2_5536C10101G71_5536C10101G71_1_Part_1_4_5536C10105G71_5536C10105G71_1,安装紧固件_Part_1_2_5536C10101G71_5536C10101G71_1_Part_1_4_5536C10105G71_5536C10105G71_1,PROC_安装紧固件,安装紧固件,Part_1_2_5536C10101G71_5536C10101G71_1;Part_1_4_5536C10105G71_5536C10105G71_1,5536C10101G71 1号肋;5536C10105G71 1号肋,铆接工具,connect_and_both_require_fastener_install,155,"[35.713096516, 2.089104441, -0.080674825]"
Task_安装紧固件_Part_1_4_5536C10105G71_5536C10105G71_1_SubAssembly_1_28_5536C11004G41_5536C11004G41,安装紧固件_Part_1_4_5536C10105G71_5536C10105G71_1_SubAssembly_1_28_5536C11004G41_5536C11004G41,PROC_安装紧固件,安装紧固件,Part_1_4_5536C10105G71_5536C10105G71_1;SubAssembly_1_28_5536C11004G41_5536C11004G41,5536C10105G71 1号肋;5536C11004G41 右侧1号夹芯板,铆接工具,connect_and_both_require_fastener_install,156,"[35.811778947, 2.213474612, -0.207573616]"
Task_安装紧固件_Part_1_4_5536C10105G71_5536C10105G71_1_SubAssembly_1_26_5536C11002G41_5536C11002G41_1,安装紧固件_Part_1_4_5536C10105G71_5536C10105G71_1_SubAssembly_1_26_5536C11002G41_5536C11002G41_1,PROC_安装紧固件,安装紧固件,Part_1_4_5536C10105G71_5536C10105G71_1;SubAssembly_1_26_5536C11002G41_5536C11002G41_1,5536C10105G71 1号肋;5536C11002G41 右侧下封面板,铆接工具,connect_and_both_require_fastener_install,157,"[35.660324093, 2.041145743, -0.206178338]"
Task_安装紧固件_Part_1_2_5536C10101G71_5536C10101G71_1_Part_1_3_5536C10103G71_5536C10103G71_1,安装紧固件_Part_1_2_5536C10101G71_5536C10101G71_1_Part_1_3_5536C10103G71_5536C10103G71_1,PROC_安装紧固件,安装紧固件,Part_1_2_5536C10101G71_5536C10101G71_1;Part_1_3_5536C10103G71_5536C10103G71_1,5536C10101G71 1号肋;5536C10103G71 1号肋角材,铆接工具,connect_and_both_require_fastener_install,158,"[35.954420881, 2.099370424, 0.028345085]"
Task_安装紧固件_Part_1_2_5536C10101G71_5536C10101G71_1_SubAssembly_1_26_5536C11002G41_5536C11002G41_1,安装紧固件_Part_1_2_5536C10101G71_5536C10101G71_1_SubAssembly_1_26_5536C11002G41_5536C11002G41_1,PROC_安装紧固件,安装紧固件,Part_1_2_5536C10101G71_5536C10101G71_1;SubAssembly_1_26_5536C11002G41_5536C11002G41_1,5536C10101G71 1号肋;5536C11002G41 右侧下封面板,铆接工具,connect_and_both_require_fastener_install,159,"[35.645042248, 2.03901128, -0.081313344]"
Task_安装紧固件_Part_1_2_5536C10101G71_5536C10101G71_1_SubAssembly_1_25_5536C11001G41_5536C11001G41_1,安装紧固件_Part_1_2_5536C10101G71_5536C10101G71_1_SubAssembly_1_25_5536C11001G41_5536C11001G41_1,PROC_安装紧固件,安装紧固件,Part_1_2_5536C10101G71_5536C10101G71_1;SubAssembly_1_25_5536C11001G41_5536C11001G41_1,5536C10101G71 1号肋;5536C11001G41 左侧下封面板,铆接工具,connect_and_both_require_fastener_install,160,"[35.645036699, 2.039012372, 0.125503381]"
Task_安装紧固件_Part_1_2_5536C10101G71_5536C10101G71_1_SubAssembly_1_27_5536C11003G41_5536C11003G41,安装紧固件_Part_1_2_5536C10101G71_5536C10101G71_1_SubAssembly_1_27_5536C11003G41_5536C11003G41,PROC_安装紧固件,安装紧固件,Part_1_2_5536C10101G71_5536C10101G71_1;SubAssembly_1_27_5536C11003G41_5536C11003G41,5536C10101G71 1号肋;5536C11003G41 左侧1号夹芯板,铆接工具,connect_and_both_require_fastener_install,161,"[35.796497102, 2.211340148, 0.126898791]"
Task_安装紧固件_Part_1_35_5536C14002G71_5536C14002G70_1_SubAssembly_1_28_5536C11004G41_5536C11004G41,安装紧固件_Part_1_35_5536C14002G71_5536C14002G70_1_SubAssembly_1_28_5536C11004G41_5536C11004G41,PROC_安装紧固件,安装紧固件,Part_1_35_5536C14002G71_5536C14002G70_1;SubAssembly_1_28_5536C11004G41_5536C11004G41,5536C14002G71 1号连接带板;5536C11004G41 右侧1号夹芯板,铆接工具,connect_and_both_require_fastener_install,162,"[36.054323824, 2.297084079, -0.229590986]"
Task_安装紧固件_Part_1_34_5536C14001G71_5536C14001G70_1_SubAssembly_1_27_5536C11003G41_5536C11003G41,安装紧固件_Part_1_34_5536C14001G71_5536C14001G70_1_SubAssembly_1_27_5536C11003G41_5536C11003G41,PROC_安装紧固件,安装紧固件,Part_1_34_5536C14001G71_5536C14001G70_1;SubAssembly_1_27_5536C11003G41_5536C11003G41,5536C14001G71 1号连接带板;5536C11003G41 左侧1号夹芯板,铆接工具,connect_and_both_require_fastener_install,163,"[36.054323824, 2.297084079, 0.229590986]"
Task_安装紧固件_Part_1_36_5536C14003G71_5536C14003G70_1_SubAssembly_1_29_5536C11005G41_5536C11005G41,安装紧固件_Part_1_36_5536C14003G71_5536C14003G70_1_SubAssembly_1_29_5536C11005G41_5536C11005G41,PROC_安装紧固件,安装紧固件,Part_1_36_5536C14003G71_5536C14003G70_1;SubAssembly_1_29_5536C11005G41_5536C11005G41,5536C14003G71 2号连接带板;5536C11005G41 左侧2号夹芯板,铆接工具,connect_and_both_require_fastener_install,164,"[36.868259931, 3.303324869, 0.204421779]"
Task_安装紧固件_Part_1_37_5536C14004G71_5536C14004G70_1_SubAssembly_1_30_5536C11006G41_5536C11006G41,安装紧固件_Part_1_37_5536C14004G71_5536C14004G70_1_SubAssembly_1_30_5536C11006G41_5536C11006G41,PROC_安装紧固件,安装紧固件,Part_1_37_5536C14004G71_5536C14004G70_1;SubAssembly_1_30_5536C11006G41_5536C11006G41,5536C14004G71 2号连接带板;5536C11006G41 右侧2号夹芯板,铆接工具,connect_and_both_require_fastener_install,165,"[36.868259931, 3.303324869, -0.204421779]"
Task_安装紧固件_Part_1_5_5536C10203G71_5536C10203G71_1_Part_1_6_5536C10211G71_5536C10211G71_1,安装紧固件_Part_1_5_5536C10203G71_5536C10203G71_1_Part_1_6_5536C10211G71_5536C10211G71_1,PROC_安装紧固件,安装紧固件,Part_1_5_5536C10203G71_5536C10203G71_1;Part_1_6_5536C10211G71_5536C10211G71_1,5536C10203G71 2号肋角材;5536C10211G71 2号肋,铆接工具,connect_and_both_require_fastener_install,166,"[36.271738528, 2.451251207, -0.002666087]"
Task_安装紧固件_Part_1_6_5536C10211G71_5536C10211G71_1_Part_1_7_5536C10213G70_5536C10213G70_1,安装紧固件_Part_1_6_5536C10211G71_5536C10211G71_1_Part_1_7_5536C10213G70_5536C10213G70_1,PROC_安装紧固件,安装紧固件,Part_1_6_5536C10211G71_5536C10211G71_1;Part_1_7_5536C10213G70_5536C10213G70_1,5536C10211G71 2号肋;5536C10213G70 2号肋缘条,铆接工具,connect_and_both_require_fastener_install,167,"[36.156678779, 2.543088688, 0.099056469]"
Task_安装紧固件_Part_1_6_5536C10211G71_5536C10211G71_1_Part_1_8_5536C10214G70_5536C10214G70_1,安装紧固件_Part_1_6_5536C10211G71_5536C10211G71_1_Part_1_8_5536C10214G70_5536C10214G70_1,PROC_安装紧固件,安装紧固件,Part_1_6_5536C10211G71_5536C10211G71_1;Part_1_8_5536C10214G70_5536C10214G70_1,5536C10211G71 2号肋;5536C10214G70 2号肋缘条,铆接工具,connect_and_both_require_fastener_install,168,"[36.156678779, 2.543088688, -0.104388642]"
Task_安装紧固件_Part_1_6_5536C10211G71_5536C10211G71_1_SubAssembly_1_28_5536C11004G41_5536C11004G41,安装紧固件_Part_1_6_5536C10211G71_5536C10211G71_1_SubAssembly_1_28_5536C11004G41_5536C11004G41,PROC_安装紧固件,安装紧固件,Part_1_6_5536C10211G71_5536C10211G71_1;SubAssembly_1_28_5536C11004G41_5536C11004G41,5536C10211G71 2号肋;5536C11004G41 右侧1号夹芯板,铆接工具,connect_and_both_require_fastener_install,169,"[36.024894363, 2.436349462, -0.107469793]"
Task_安装紧固件_Part_1_6_5536C10211G71_5536C10211G71_1_SubAssembly_1_27_5536C11003G41_5536C11003G41,安装紧固件_Part_1_6_5536C10211G71_5536C10211G71_1_SubAssembly_1_27_5536C11003G41_5536C11003G41,PROC_安装紧固件,安装紧固件,Part_1_6_5536C10211G71_5536C10211G71_1;SubAssembly_1_27_5536C11003G41_5536C11003G41,5536C10211G71 2号肋;5536C11003G41 左侧1号夹芯板,铆接工具,connect_and_both_require_fastener_install,170,"[36.024894363, 2.436349462, 0.102137619]"
Task_安装紧固件_Part_1_7_5536C10213G70_5536C10213G70_1_SubAssembly_1_29_5536C11005G41_5536C11005G41,安装紧固件_Part_1_7_5536C10213G70_5536C10213G70_1_SubAssembly_1_29_5536C11005G41_5536C11005G41,PROC_安装紧固件,安装紧固件,Part_1_7_5536C10213G70_5536C10213G70_1;SubAssembly_1_29_5536C11005G41_5536C11005G41,5536C10213G70 2号肋缘条;5536C11005G41 左侧2号夹芯板,铆接工具,connect_and_both_require_fastener_install,171,"[36.557561349, 3.09199453, 0.192723267]"
Task_安装紧固件_Part_1_8_5536C10214G70_5536C10214G70_1_SubAssembly_1_30_5536C11006G41_5536C11006G41,安装紧固件_Part_1_8_5536C10214G70_5536C10214G70_1_SubAssembly_1_30_5536C11006G41_5536C11006G41,PROC_安装紧固件,安装紧固件,Part_1_8_5536C10214G70_5536C10214G70_1;SubAssembly_1_30_5536C11006G41_5536C11006G41,5536C10214G70 2号肋缘条;5536C11006G41 右侧2号夹芯板,铆接工具,connect_and_both_require_fastener_install,172,"[36.557561349, 3.09199453, -0.192723267]"
Task_安装紧固件_Part_1_10_5536C10311G72_5536C10311G72_1_Part_1_9_5536C10303G71_5536C10303G71_1,安装紧固件_Part_1_10_5536C10311G72_5536C10311G72_1_Part_1_9_5536C10303G71_5536C10303G71_1,PROC_安装紧固件,安装紧固件,Part_1_10_5536C10311G72_5536C10311G72_1;Part_1_9_5536C10303G71_5536C10303G71_1,5536C10311G72 3号肋;5536C10303G71 3号肋角材,铆接工具,connect_and_both_require_fastener_install,173,"[37.136515215, 3.621089155, -0.00052399]"
Task_安装紧固件_Part_1_10_5536C10311G72_5536C10311G72_1_Part_1_11_5536C10313G70_5536C10313G70_1,安装紧固件_Part_1_10_5536C10311G72_5536C10311G72_1_Part_1_11_5536C10313G70_5536C10313G70_1,PROC_安装紧固件,安装紧固件,Part_1_10_5536C10311G72_5536C10311G72_1;Part_1_11_5536C10313G70_5536C10313G70_1,5536C10311G72 3号肋;5536C10313G70 角片,铆接工具,connect_and_both_require_fastener_install,174,"[36.922094975, 3.777036431, 0.047394675]"
Task_安装紧固件_Part_1_10_5536C10311G72_5536C10311G72_1_Part_1_12_5536C10314G70_5536C10314G70_1,安装紧固件_Part_1_10_5536C10311G72_5536C10311G72_1_Part_1_12_5536C10314G70_5536C10314G70_1,PROC_安装紧固件,安装紧固件,Part_1_10_5536C10311G72_5536C10311G72_1;Part_1_12_5536C10314G70_5536C10314G70_1,5536C10311G72 3号肋;5536C10314G70 角片,铆接工具,connect_and_both_require_fastener_install,175,"[36.922094975, 3.777036431, -0.048442655]"
Task_安装紧固件_Part_1_10_5536C10311G72_5536C10311G72_1_SubAssembly_1_29_5536C11005G41_5536C11005G41,安装紧固件_Part_1_10_5536C10311G72_5536C10311G72_1_SubAssembly_1_29_5536C11005G41_5536C11005G41,PROC_安装紧固件,安装紧固件,Part_1_10_5536C10311G72_5536C10311G72_1;SubAssembly_1_29_5536C11005G41_5536C11005G41,5536C10311G72 3号肋;5536C11005G41 左侧2号夹芯板,铆接工具,connect_and_both_require_fastener_install,176,"[36.999522608, 3.662096389, 0.090476722]"
Task_安装紧固件_Part_1_10_5536C10311G72_5536C10311G72_1_SubAssembly_1_30_5536C11006G41_5536C11006G41,安装紧固件_Part_1_10_5536C10311G72_5536C10311G72_1_SubAssembly_1_30_5536C11006G41_5536C11006G41,PROC_安装紧固件,安装紧固件,Part_1_10_5536C10311G72_5536C10311G72_1;SubAssembly_1_30_5536C11006G41_5536C11006G41,5536C10311G72 3号肋;5536C11006G41 右侧2号夹芯板,铆接工具,connect_and_both_require_fastener_install,177,"[36.999522608, 3.662096389, -0.091524702]"
Task_安装紧固件_Part_1_39_5536C14006G71_5536C14006G71_1_SubAssembly_1_30_5536C11006G41_5536C11006G41,安装紧固件_Part_1_39_5536C14006G71_5536C14006G71_1_SubAssembly_1_30_5536C11006G41_5536C11006G41,PROC_安装紧固件,安装紧固件,Part_1_39_5536C14006G71_5536C14006G71_1;SubAssembly_1_30_5536C11006G41_5536C11006G41,5536C14006G71 3号连接带板;5536C11006G41 右侧2号夹芯板,铆接工具,connect_and_both_require_fastener_install,178,"[37.280209275, 3.878635571, -0.185932075]"
Task_安装紧固件_Part_1_38_5536C14005G71_5536C14005G71_1_SubAssembly_1_29_5536C11005G41_5536C11005G41,安装紧固件_Part_1_38_5536C14005G71_5536C14005G71_1_SubAssembly_1_29_5536C11005G41_5536C11005G41,PROC_安装紧固件,安装紧固件,Part_1_38_5536C14005G71_5536C14005G71_1;SubAssembly_1_29_5536C11005G41_5536C11005G41,5536C14005G71 3号连接带板;5536C11005G41 左侧2号夹芯板,铆接工具,connect_and_both_require_fastener_install,179,"[37.280209275, 3.878635571, 0.185932075]"
Task_安装紧固件_Part_1_13_5536C10403G71_5536C10403G71_1_Part_1_14_5536C10411G72_5536C10411G72_1,安装紧固件_Part_1_13_5536C10403G71_5536C10403G71_1_Part_1_14_5536C10411G72_5536C10411G72_1,PROC_安装紧固件,安装紧固件,Part_1_13_5536C10403G71_5536C10403G71_1;Part_1_14_5536C10411G72_5536C10411G72_1,5536C10403G71 4号肋角材;5536C10411G72 4号肋,铆接工具,connect_and_both_require_fastener_install,180,"[37.955662888, 4.749741594, -0.000250759]"
Task_安装紧固件_Part_1_14_5536C10411G72_5536C10411G72_1_Part_1_15_5536C10413G72_5536C10413G72_1,安装紧固件_Part_1_14_5536C10411G72_5536C10411G72_1_Part_1_15_5536C10413G72_5536C10413G72_1,PROC_安装紧固件,安装紧固件,Part_1_14_5536C10411G72_5536C10411G72_1;Part_1_15_5536C10413G72_5536C10413G72_1,5536C10411G72 4号肋;5536C10413G72 4号肋缘条,铆接工具,connect_and_both_require_fastener_install,181,"[37.875288475, 4.817233282, 0.069608402]"
Task_安装紧固件_Part_1_14_5536C10411G72_5536C10411G72_1_Part_1_16_5536C10414G72_5536C10414G72_1,安装紧固件_Part_1_14_5536C10411G72_5536C10411G72_1_Part_1_16_5536C10414G72_5536C10414G72_1,PROC_安装紧固件,安装紧固件,Part_1_14_5536C10411G72_5536C10411G72_1;Part_1_16_5536C10414G72_5536C10414G72_1,5536C10411G72 4号肋;5536C10414G72 4号肋缘条,铆接工具,connect_and_both_require_fastener_install,182,"[37.875288475, 4.817233282, -0.07010992]"
Task_安装紧固件_Part_1_14_5536C10411G72_5536C10411G72_1_SubAssembly_1_29_5536C11005G41_5536C11005G41,安装紧固件_Part_1_14_5536C10411G72_5536C10411G72_1_SubAssembly_1_29_5536C11005G41_5536C11005G41,PROC_安装紧固件,安装紧固件,Part_1_14_5536C10411G72_5536C10411G72_1;SubAssembly_1_29_5536C11005G41_5536C11005G41,5536C10411G72 4号肋;5536C11005G41 左侧2号夹芯板,铆接工具,connect_and_both_require_fastener_install,183,"[37.415113917, 4.222310264, 0.090749953]"
Task_安装紧固件_Part_1_14_5536C10411G72_5536C10411G72_1_SubAssembly_1_30_5536C11006G41_5536C11006G41,安装紧固件_Part_1_14_5536C10411G72_5536C10411G72_1_SubAssembly_1_30_5536C11006G41_5536C11006G41,PROC_安装紧固件,安装紧固件,Part_1_14_5536C10411G72_5536C10411G72_1;SubAssembly_1_30_5536C11006G41_5536C11006G41,5536C10411G72 4号肋;5536C11006G41 右侧2号夹芯板,铆接工具,connect_and_both_require_fastener_install,184,"[37.415113917, 4.222310264, -0.09125147]"
Task_安装紧固件_Part_1_15_5536C10413G72_5536C10413G72_1_SubAssembly_1_31_5536C11007G41_5536C11007G41,安装紧固件_Part_1_15_5536C10413G72_5536C10413G72_1_SubAssembly_1_31_5536C11007G41_5536C11007G41,PROC_安装紧固件,安装紧固件,Part_1_15_5536C10413G72_5536C10413G72_1;SubAssembly_1_31_5536C11007G41_5536C11007G41,5536C10413G72 4号肋缘条;5536C11007G41 左侧3号夹芯板,铆接工具,connect_and_both_require_fastener_install,185,"[38.342537817, 5.454963232, 0.126257488]"
Task_安装紧固件_Part_1_16_5536C10414G72_5536C10414G72_1_SubAssembly_1_32_5536C11008G41_5536C11008G41,安装紧固件_Part_1_16_5536C10414G72_5536C10414G72_1_SubAssembly_1_32_5536C11008G41_5536C11008G41,PROC_安装紧固件,安装紧固件,Part_1_16_5536C10414G72_5536C10414G72_1;SubAssembly_1_32_5536C11008G41_5536C11008G41,5536C10414G72 4号肋缘条;5536C11008G41 右侧3号夹芯板,铆接工具,connect_and_both_require_fastener_install,186,"[38.342537817, 5.454963232, -0.126257488]"
Task_安装紧固件_Part_1_40_5536C14007G71_5536C14007G71_1_SubAssembly_1_31_5536C11007G41_5536C11007G41,安装紧固件_Part_1_40_5536C14007G71_5536C14007G71_1_SubAssembly_1_31_5536C11007G41_5536C11007G41,PROC_安装紧固件,安装紧固件,Part_1_40_5536C14007G71_5536C14007G71_1;SubAssembly_1_31_5536C11007G41_5536C11007G41,5536C14007G71 4号连接带板;5536C11007G41 左侧3号夹芯板,铆接工具,connect_and_both_require_fastener_install,187,"[38.565896034, 5.610310395, 0.134746097]"
Task_安装紧固件_Part_1_41_5536C14008G71_5536C14008G71_1_SubAssembly_1_32_5536C11008G41_5536C11008G41,安装紧固件_Part_1_41_5536C14008G71_5536C14008G71_1_SubAssembly_1_32_5536C11008G41_5536C11008G41,PROC_安装紧固件,安装紧固件,Part_1_41_5536C14008G71_5536C14008G71_1;SubAssembly_1_32_5536C11008G41_5536C11008G41,5536C14008G71 4号连接带板;5536C11008G41 右侧3号夹芯板,铆接工具,connect_and_both_require_fastener_install,188,"[38.565896034, 5.610310394, -0.134746097]"
Task_安装紧固件_Part_1_17_5536C10503G71_5536C10503G70_1_Part_1_18_5536C10511G72_5536C10511G72_1,安装紧固件_Part_1_17_5536C10503G71_5536C10503G70_1_Part_1_18_5536C10511G72_5536C10511G72_1,PROC_安装紧固件,安装紧固件,Part_1_17_5536C10503G71_5536C10503G70_1;Part_1_18_5536C10511G72_5536C10511G72_1,5536C10503G71 5号肋角材;5536C10511G72 5号肋,铆接工具,connect_and_both_require_fastener_install,189,"[38.57307566, 5.589433914, -2.552e-06]"
Task_安装紧固件_Part_1_18_5536C10511G72_5536C10511G72_1_Part_1_20_5536C10514G70_5536C10514G70_1,安装紧固件_Part_1_18_5536C10511G72_5536C10511G72_1_Part_1_20_5536C10514G70_5536C10514G70_1,PROC_安装紧固件,安装紧固件,Part_1_18_5536C10511G72_5536C10511G72_1;Part_1_20_5536C10514G70_5536C10514G70_1,5536C10511G72 5号肋;5536C10514G70 角片,铆接工具,connect_and_both_require_fastener_install,190,"[38.418336098, 5.704773088, -0.027993138]"
Task_安装紧固件_Part_1_18_5536C10511G72_5536C10511G72_1_Part_1_19_5536C10513G70_5536C10513G70_1,安装紧固件_Part_1_18_5536C10511G72_5536C10511G72_1_Part_1_19_5536C10513G70_5536C10513G70_1,PROC_安装紧固件,安装紧固件,Part_1_18_5536C10511G72_5536C10511G72_1;Part_1_19_5536C10513G70_5536C10513G70_1,5536C10511G72 5号肋;5536C10513G70 角片,铆接工具,connect_and_both_require_fastener_install,191,"[38.418336098, 5.704773088, 0.027988035]"
Task_安装紧固件_Part_1_18_5536C10511G72_5536C10511G72_1_SubAssembly_1_32_5536C11008G41_5536C11008G41,安装紧固件_Part_1_18_5536C10511G72_5536C10511G72_1_SubAssembly_1_32_5536C11008G41_5536C11008G41,PROC_安装紧固件,安装紧固件,Part_1_18_5536C10511G72_5536C10511G72_1;SubAssembly_1_32_5536C11008G41_5536C11008G41,5536C10511G72 5号肋;5536C11008G41 右侧3号夹芯板,铆接工具,connect_and_both_require_fastener_install,192,"[38.657023582, 5.862179067, -0.056400878]"
Task_安装紧固件_Part_1_18_5536C10511G72_5536C10511G72_1_SubAssembly_1_31_5536C11007G41_5536C11007G41,安装紧固件_Part_1_18_5536C10511G72_5536C10511G72_1_SubAssembly_1_31_5536C11007G41_5536C11007G41,PROC_安装紧固件,安装紧固件,Part_1_18_5536C10511G72_5536C10511G72_1;SubAssembly_1_31_5536C11007G41_5536C11007G41,5536C10511G72 5号肋;5536C11007G41 左侧3号夹芯板,铆接工具,connect_and_both_require_fastener_install,193,"[38.657023582, 5.862179067, 0.056395775]"
Task_安装紧固件_Part_1_42_5536C14009G71_5536C14009G72_1_SubAssembly_1_31_5536C11007G41_5536C11007G41,安装紧固件_Part_1_42_5536C14009G71_5536C14009G72_1_SubAssembly_1_31_5536C11007G41_5536C11007G41,PROC_安装紧固件,安装紧固件,Part_1_42_5536C14009G71_5536C14009G72_1;SubAssembly_1_31_5536C11007G41_5536C11007G41,5536C14009G71 5号连接带板;5536C11007G41 左侧3号夹芯板,铆接工具,connect_and_both_require_fastener_install,194,"[38.921214056, 6.110605112, 0.118383106]"
Task_安装紧固件_Part_1_43_5536C14010G71_5536C14010G72_1_SubAssembly_1_32_5536C11008G41_5536C11008G41,安装紧固件_Part_1_43_5536C14010G71_5536C14010G72_1_SubAssembly_1_32_5536C11008G41_5536C11008G41,PROC_安装紧固件,安装紧固件,Part_1_43_5536C14010G71_5536C14010G72_1;SubAssembly_1_32_5536C11008G41_5536C11008G41,5536C14010G71 5号连接带板;5536C11008G41 右侧3号夹芯板,铆接工具,connect_and_both_require_fastener_install,195,"[38.921214056, 6.110605112, -0.118383106]"
Task_安装紧固件_Part_1_21_5536C10603G71_5536C10603G71_1_Part_1_22_5536C10611G72_5536C10611G72_1,安装紧固件_Part_1_21_5536C10603G71_5536C10603G71_1_Part_1_22_5536C10611G72_5536C10611G72_1,PROC_安装紧固件,安装紧固件,Part_1_21_5536C10603G71_5536C10603G71_1;Part_1_22_5536C10611G72_5536C10611G72_1,5536C10603G71 6号肋角材;5536C10611G72 6号肋,铆接工具,connect_and_both_require_fastener_install,196,"[39.407126492, 6.729302456, -1.439e-06]"
Task_安装紧固件_Part_1_22_5536C10611G72_5536C10611G72_1_Part_1_24_5536C10614G70_5536C10614G70_1,安装紧固件_Part_1_22_5536C10611G72_5536C10611G72_1_Part_1_24_5536C10614G70_5536C10614G70_1,PROC_安装紧固件,安装紧固件,Part_1_22_5536C10611G72_5536C10611G72_1;Part_1_24_5536C10614G70_5536C10614G70_1,5536C10611G72 6号肋;5536C10614G70 角片,铆接工具,connect_and_both_require_fastener_install,197,"[39.286615933, 6.820983567, -0.015556704]"
Task_安装紧固件_Part_1_22_5536C10611G72_5536C10611G72_1_Part_1_23_5536C10613G70_5536C10613G70_1,安装紧固件_Part_1_22_5536C10611G72_5536C10611G72_1_Part_1_23_5536C10613G70_5536C10613G70_1,PROC_安装紧固件,安装紧固件,Part_1_22_5536C10611G72_5536C10611G72_1;Part_1_23_5536C10613G70_5536C10613G70_1,5536C10611G72 6号肋;5536C10613G70 角片,铆接工具,connect_and_both_require_fastener_install,198,"[39.286615933, 6.820983567, 0.015553826]"
Task_安装紧固件_Part_1_22_5536C10611G72_5536C10611G72_1_SubAssembly_1_32_5536C11008G41_5536C11008G41,安装紧固件_Part_1_22_5536C10611G72_5536C10611G72_1_SubAssembly_1_32_5536C11008G41_5536C11008G41,PROC_安装紧固件,安装紧固件,Part_1_22_5536C10611G72_5536C10611G72_1;SubAssembly_1_32_5536C11008G41_5536C11008G41,5536C10611G72 6号肋;5536C11008G41 右侧3号夹芯板,铆接工具,connect_and_both_require_fastener_install,199,"[39.082247118, 6.42623018, -0.056399765]"
Task_安装紧固件_Part_1_22_5536C10611G72_5536C10611G72_1_SubAssembly_1_31_5536C11007G41_5536C11007G41,安装紧固件_Part_1_22_5536C10611G72_5536C10611G72_1_SubAssembly_1_31_5536C11007G41_5536C11007G41,PROC_安装紧固件,安装紧固件,Part_1_22_5536C10611G72_5536C10611G72_1;SubAssembly_1_31_5536C11007G41_5536C11007G41,5536C10611G72 6号肋;5536C11007G41 左侧3号夹芯板,铆接工具,connect_and_both_require_fastener_install,200,"[39.082247118, 6.42623018, 0.056396888]"
Task_安装紧固件_Part_1_44_5536C14011G71_5536C14011G71_1_SubAssembly_1_31_5536C11007G41_5536C11007G41,安装紧固件_Part_1_44_5536C14011G71_5536C14011G71_1_SubAssembly_1_31_5536C11007G41_5536C11007G41,PROC_安装紧固件,安装紧固件,Part_1_44_5536C14011G71_5536C14011G71_1;SubAssembly_1_31_5536C11007G41_5536C11007G41,5536C14011G71 6号连接带板;5536C11007G41 左侧3号夹芯板,铆接工具,connect_and_both_require_fastener_install,201,"[39.279501115, 6.615367715, 0.102235976]"
Task_安装紧固件_Part_1_45_5536C14012G71_5536C14012G71_1_SubAssembly_1_32_5536C11008G41_5536C11008G41,安装紧固件_Part_1_45_5536C14012G71_5536C14012G71_1_SubAssembly_1_32_5536C11008G41_5536C11008G41,PROC_安装紧固件,安装紧固件,Part_1_45_5536C14012G71_5536C14012G71_1;SubAssembly_1_32_5536C11008G41_5536C11008G41,5536C14012G71 6号连接带板;5536C11008G41 右侧3号夹芯板,铆接工具,connect_and_both_require_fastener_install,202,"[39.279501115, 6.615367715, -0.102235976]"
Task_吊装移站_Product_1_5536C10000G26_5536C10000G26,吊装移站_Product_1_5536C10000G26_5536C10000G26,PROC_吊装移站,吊装移站,Product_1_5536C10000G26_5536C10000G26,5536C10000G26,吊具,product_final_process,203,[]
Task_下架_Product_1_5536C10000G26_5536C10000G26,下架_Product_1_5536C10000G26_5536C10000G26,PROC_下架,下架,Product_1_5536C10000G26_5536C10000G26,5536C10000G26,吊具,product_final_process,204,[]
